instance,result,time,is_optimal
instance_n100_sd02_1.json,21.0,0.7185733318328857,True
instance_n100_sd04_1.json,47.0,1.4227023124694824,True
instance_n100_sd06_1.json,71.0,2.0091910362243652,True
instance_n100_sd08_1.json,91.0,3.0302987098693848,True
instance_n100_sd10_1.json,107.0,3.371694803237915,True
instance_n200_sd02_1.json,23.0,11.106063604354858,True
instance_n200_sd04_1.json,44.0,21.230611562728882,True
instance_n200_sd06_1.json,72.0,36.41243267059326,True
instance_n200_sd08_1.json,85.0,51.212191581726074,True
instance_n200_sd10_1.json,116.0,62.960424184799194,True
instance_n300_sd02_1.json,20.0,67.06575036048889,True
instance_n300_sd04_1.json,43.0,153.66736721992493,True
instance_n300_sd06_1.json,65.0,229.48350262641907,True
instance_n300_sd08_1.json,97.0,315.44918298721313,True
instance_n300_sd10_1.json,111.0,384.0931830406189,True
instance_n400_sd02_1.json,21.0,392.4529149532318,True
instance_n400_sd04_1.json,46.0,932.5689294338226,True
instance_n400_sd06_1.json,65.0,1280.0369324684143,True
