Instance,Configuration,Seed,Target,BestSol,TimeMS,Iteration
instance_n200_sd10_1,PP4,0,null,110,5901,20000
instance_n200_sd10_1,PP4,0,null,111,5927,10042
instance_n200_sd10_1,PP4,0,null,112,5928,10043
instance_n200_sd10_1,PP4,0,null,113,5930,10044
instance_n200_sd10_2,PP1,0,null,101,65,0
instance_n200_sd10_2,PP2,0,null,101,73,0
instance_n200_sd10_2,PP3,0,null,101,61,0
instance_n200_sd10_2,PP4,0,null,101,63,0
instance_n200_sd10_4,PP1,0,null,115,71,0
instance_n200_sd10_4,PP2,0,null,115,78,0
instance_n200_sd10_3,PP1,0,null,93,62,0
instance_n200_sd10_3,PP1,0,null,94,79,32
instance_n200_sd10_3,PP1,0,null,95,80,33
instance_n200_sd10_3,PP1,0,null,96,99,68
instance_n200_sd10_3,PP1,0,null,97,119,105
instance_n200_sd10_3,PP2,0,null,93,80,0
instance_n200_sd10_3,PP2,0,null,94,102,32
instance_n200_sd10_3,PP2,0,null,95,103,33
instance_n200_sd10_3,PP2,0,null,96,127,68
instance_n200_sd10_3,PP2,0,null,97,155,105
instance_n200_sd10_3,PP4,0,null,93,60,0
instance_n200_sd10_3,PP4,0,null,94,78,32
instance_n200_sd10_3,PP4,0,null,95,79,33
instance_n200_sd10_3,PP4,0,null,96,102,68
instance_n200_sd10_3,PP4,0,null,97,122,105
instance_n200_sd10_4,PP4,0,null,115,68,0
instance_n200_sd10_4,PP3,0,null,115,102,0
instance_n200_sd10_3,PP3,0,null,93,61,0
instance_n200_sd10_3,PP3,0,null,94,83,32
instance_n200_sd10_3,PP3,0,null,95,84,33
instance_n200_sd10_3,PP3,0,null,96,106,68
instance_n200_sd10_3,PP3,0,null,97,127,105
instance_n300_sd02_0,PP1,0,null,20,47,0
instance_n300_sd02_0,PP3,0,null,20,61,0
instance_n300_sd02_0,PP2,0,null,20,48,0
instance_n300_sd02_0,PP4,0,null,20,46,0
instance_n300_sd02_1,PP4,0,null,20,46,0
instance_n300_sd02_1,PP2,0,null,20,46,0
instance_n300_sd02_1,PP1,0,null,20,46,0
instance_n300_sd02_1,PP3,0,null,20,46,0
instance_n300_sd02_2,PP2,0,null,25,55,0
instance_n300_sd02_2,PP1,0,null,25,54,0
instance_n300_sd02_2,PP3,0,null,25,51,0
instance_n300_sd02_2,PP4,0,null,25,51,0
instance_n300_sd02_3,PP1,0,null,22,58,0
instance_n300_sd02_3,PP4,0,null,22,48,0
instance_n300_sd02_3,PP3,0,null,22,48,0
instance_n300_sd02_3,PP2,0,null,22,47,0
instance_n300_sd02_4,PP1,0,null,23,51,0
instance_n300_sd02_4,PP2,0,null,23,48,0
instance_n300_sd02_4,PP4,0,null,23,49,0
instance_n300_sd02_4,PP3,0,null,23,58,0
instance_n300_sd04_0,PP1,0,null,40,67,0
instance_n300_sd04_0,PP3,0,null,40,69,0
instance_n300_sd04_0,PP2,0,null,40,77,0
instance_n300_sd04_0,PP4,0,null,40,79,0
instance_n300_sd04_1,PP1,0,null,43,93,0
instance_n300_sd04_1,PP3,0,null,43,79,0
instance_n300_sd04_1,PP2,0,null,43,87,0
instance_n300_sd04_1,PP4,0,null,43,79,0
instance_n300_sd04_2,PP1,0,null,46,72,0
instance_n300_sd04_2,PP2,0,null,46,76,0
instance_n300_sd04_2,PP4,0,null,46,132,0
instance_n300_sd04_2,PP3,0,null,46,114,0
instance_n300_sd04_3,PP1,0,null,44,71,0
instance_n300_sd04_3,PP2,0,null,44,97,0
instance_n300_sd04_3,PP3,0,null,44,77,0
instance_n300_sd04_3,PP4,0,null,44,73,0
instance_n300_sd04_4,PP1,0,null,42,74,0
instance_n300_sd04_4,PP3,0,null,42,70,0
instance_n300_sd04_4,PP2,0,null,42,72,0
instance_n300_sd04_4,PP4,0,null,42,68,0
instance_n300_sd06_0,PP1,0,null,68,100,0
instance_n300_sd06_0,PP1,0,null,69,9249,20000
instance_n300_sd06_0,PP2,0,null,68,94,0
instance_n300_sd06_0,PP2,0,null,69,9507,20000
instance_n300_sd06_0,PP3,0,null,68,105,0
instance_n300_sd06_0,PP3,0,null,69,9945,20000
instance_n300_sd06_0,PP4,0,null,68,127,0
instance_n300_sd06_0,PP4,0,null,69,9570,20000
instance_n300_sd06_1,PP1,0,null,65,95,0
instance_n300_sd06_1,PP3,0,null,65,93,0
instance_n300_sd06_1,PP2,0,null,65,92,0
instance_n300_sd06_1,PP4,0,null,65,111,0
instance_n300_sd06_2,PP1,0,null,67,98,0
instance_n300_sd06_2,PP2,0,null,67,108,0
instance_n300_sd06_2,PP3,0,null,67,101,0
instance_n300_sd06_2,PP4,0,null,67,99,0
instance_n300_sd06_3,PP1,0,null,67,99,0
instance_n300_sd06_3,PP1,0,null,68,130,30
instance_n300_sd06_3,PP2,0,null,67,97,0
instance_n300_sd06_3,PP2,0,null,68,145,30
instance_n300_sd06_3,PP3,0,null,67,115,0
instance_n300_sd06_3,PP3,0,null,68,145,30
instance_n300_sd06_3,PP4,0,null,67,98,0
instance_n300_sd06_3,PP4,0,null,68,129,30
instance_n300_sd06_4,PP1,0,null,68,98,0
instance_n300_sd06_4,PP2,0,null,68,102,0
instance_n300_sd06_4,PP3,0,null,68,99,0
instance_n300_sd06_4,PP4,0,null,68,97,0
instance_n300_sd08_0,PP1,0,null,80,112,0
instance_n300_sd08_0,PP1,0,null,81,143,28
instance_n300_sd08_0,PP1,0,null,82,145,29
instance_n300_sd08_0,PP1,0,null,83,177,60
instance_n300_sd08_0,PP1,0,null,84,210,93
instance_n300_sd08_0,PP1,0,null,85,30486,40000
instance_n300_sd08_0,PP2,0,null,80,129,0
instance_n300_sd08_0,PP2,0,null,81,161,28
instance_n300_sd08_0,PP2,0,null,82,163,29
instance_n300_sd08_0,PP2,0,null,83,197,60
instance_n300_sd08_0,PP2,0,null,84,231,93
instance_n300_sd08_0,PP2,0,null,85,30324,40000
instance_n300_sd08_0,PP3,0,null,80,110,0
instance_n300_sd08_0,PP3,0,null,81,139,28
instance_n300_sd08_0,PP3,0,null,82,141,29
instance_n300_sd08_0,PP3,0,null,83,171,60
instance_n300_sd08_0,PP3,0,null,84,205,93
instance_n300_sd08_0,PP3,0,null,85,30247,40000
instance_n300_sd08_0,PP4,0,null,80,111,0
instance_n300_sd08_0,PP4,0,null,81,142,28
instance_n300_sd08_0,PP4,0,null,82,144,29
instance_n300_sd08_0,PP4,0,null,83,178,60
instance_n300_sd08_0,PP4,0,null,84,230,93
instance_n300_sd08_0,PP4,0,null,85,31006,40000
instance_n300_sd08_1,PP1,0,null,97,129,0
instance_n300_sd08_1,PP2,0,null,97,136,0
instance_n300_sd08_1,PP3,0,null,97,130,0
instance_n300_sd08_1,PP4,0,null,97,165,0
instance_n300_sd08_2,PP1,0,null,89,145,0
instance_n300_sd08_2,PP2,0,null,89,119,0
instance_n300_sd08_2,PP4,0,null,89,127,0
instance_n300_sd08_2,PP3,0,null,89,131,0
instance_n300_sd08_3,PP1,0,null,86,159,0
instance_n300_sd08_3,PP2,0,null,86,180,0
instance_n300_sd08_3,PP3,0,null,86,131,0
instance_n300_sd08_3,PP4,0,null,86,179,0
instance_n300_sd08_4,PP1,0,null,85,122,0
instance_n300_sd08_4,PP1,0,null,86,21586,30000
instance_n300_sd08_4,PP2,0,null,85,120,0
instance_n300_sd08_4,PP2,0,null,86,22111,30000
instance_n300_sd08_4,PP3,0,null,85,127,0
instance_n300_sd08_4,PP3,0,null,86,21961,30000
instance_n300_sd08_4,PP4,0,null,85,344,0
instance_n300_sd08_4,PP4,0,null,86,23154,30000
instance_n300_sd10_0,PP1,0,null,109,147,0
instance_n300_sd10_0,PP1,0,null,110,188,34
instance_n300_sd10_0,PP2,0,null,109,152,0
instance_n300_sd10_0,PP2,0,null,110,191,34
instance_n300_sd10_0,PP4,0,null,109,149,0
instance_n300_sd10_0,PP4,0,null,110,199,34
instance_n300_sd10_0,PP3,0,null,109,186,0
instance_n300_sd10_0,PP3,0,null,110,229,34
instance_n300_sd10_1,PP1,0,null,104,137,0
instance_n300_sd10_1,PP1,0,null,105,166,24
instance_n300_sd10_1,PP1,0,null,106,189,25
instance_n300_sd10_1,PP1,0,null,107,262,90
instance_n300_sd10_1,PP2,0,null,104,138,0
instance_n300_sd10_1,PP2,0,null,105,167,24
instance_n300_sd10_1,PP2,0,null,106,170,25
instance_n300_sd10_1,PP2,0,null,107,243,90
instance_n300_sd10_1,PP4,0,null,104,139,0
instance_n300_sd10_1,PP4,0,null,105,168,24
instance_n300_sd10_1,PP4,0,null,106,171,25
instance_n300_sd10_1,PP4,0,null,107,245,90
instance_n300_sd10_1,PP3,0,null,104,133,0
instance_n300_sd10_1,PP3,0,null,105,162,24
instance_n300_sd10_1,PP3,0,null,106,165,25
instance_n300_sd10_1,PP3,0,null,107,245,90
instance_n300_sd10_2,PP2,0,null,100,143,0
instance_n300_sd10_2,PP2,0,null,101,10965,20000
instance_n300_sd10_2,PP1,0,null,100,142,0
instance_n300_sd10_2,PP1,0,null,101,11774,20000
instance_n300_sd10_2,PP3,0,null,100,139,0
instance_n300_sd10_2,PP3,0,null,101,11245,20000
instance_n300_sd10_3,PP1,0,null,100,128,0
instance_n300_sd10_2,PP4,0,null,100,145,0
instance_n300_sd10_2,PP4,0,null,101,11713,20000
instance_n300_sd10_3,PP2,0,null,100,152,0
instance_n300_sd10_3,PP3,0,null,100,186,0
instance_n300_sd10_3,PP4,0,null,100,134,0
instance_n300_sd10_4,PP1,0,null,104,145,0
instance_n300_sd10_4,PP1,0,null,105,13745,20000
instance_n300_sd10_4,PP1,0,null,106,24868,30000
instance_n300_sd10_4,PP1,0,null,107,24917,20042
instance_n300_sd10_4,PP1,0,null,108,24920,20043
instance_n300_sd10_4,PP2,0,null,104,156,0
instance_n300_sd10_4,PP2,0,null,105,14429,20000
instance_n300_sd10_4,PP2,0,null,106,25757,30000
instance_n300_sd10_4,PP2,0,null,107,25804,20042
instance_n300_sd10_4,PP2,0,null,108,25807,20043
instance_n300_sd10_4,PP4,0,null,104,145,0
instance_n300_sd10_4,PP4,0,null,105,13826,20000
instance_n300_sd10_4,PP4,0,null,106,24612,30000
instance_n300_sd10_4,PP4,0,null,107,24668,20042
instance_n300_sd10_4,PP4,0,null,108,24671,20043
instance_n300_sd10_4,PP3,0,null,104,149,0
instance_n300_sd10_4,PP3,0,null,105,13448,20000
instance_n300_sd10_4,PP3,0,null,106,24539,30000
instance_n300_sd10_4,PP3,0,null,107,24589,20042
instance_n300_sd10_4,PP3,0,null,108,24592,20043
instance_n400_sd02_0,PP1,0,null,21,106,0
instance_n400_sd02_0,PP2,0,null,21,82,0
instance_n400_sd02_0,PP3,0,null,21,82,0
instance_n400_sd02_0,PP4,0,null,21,98,0
instance_n400_sd02_1,PP1,0,null,21,138,0
instance_n400_sd02_1,PP2,0,null,21,84,0
instance_n400_sd02_1,PP3,0,null,21,100,0
instance_n400_sd02_1,PP4,0,null,21,91,0
instance_n400_sd02_2,PP1,0,null,23,89,0
instance_n400_sd02_2,PP2,0,null,23,85,0
instance_n400_sd02_2,PP3,0,null,23,84,0
instance_n400_sd02_2,PP4,0,null,23,85,0
instance_n400_sd02_3,PP1,0,null,23,86,0
instance_n400_sd02_3,PP2,0,null,23,85,0
instance_n400_sd02_3,PP3,0,null,23,86,0
instance_n400_sd02_3,PP4,0,null,23,111,0
instance_n400_sd02_4,PP1,0,null,21,99,0
instance_n400_sd02_4,PP2,0,null,21,84,0
instance_n400_sd02_4,PP3,0,null,21,92,0
instance_n400_sd02_4,PP4,0,null,21,88,0
instance_n400_sd04_0,PP1,0,null,48,157,0
instance_n400_sd04_0,PP2,0,null,48,131,0
instance_n400_sd04_0,PP3,0,null,48,131,0
instance_n400_sd04_0,PP4,0,null,48,155,0
instance_n400_sd04_1,PP2,0,null,42,133,0
instance_n400_sd04_1,PP2,0,null,44,18363,20000
instance_n400_sd04_1,PP1,0,null,42,149,0
instance_n400_sd04_1,PP1,0,null,44,18415,20000
instance_n400_sd04_1,PP3,0,null,42,126,0
instance_n400_sd04_1,PP3,0,null,44,17976,20000
instance_n400_sd04_1,PP4,0,null,42,128,0
instance_n400_sd04_1,PP4,0,null,44,18249,20000
instance_n400_sd04_2,PP1,0,null,50,150,0
instance_n400_sd04_2,PP2,0,null,50,141,0
instance_n400_sd04_2,PP3,0,null,50,137,0
instance_n400_sd04_2,PP4,0,null,50,144,0
instance_n400_sd04_3,PP1,0,null,44,122,0
instance_n400_sd04_3,PP2,0,null,44,125,0
instance_n400_sd04_3,PP3,0,null,44,129,0
instance_n400_sd04_3,PP4,0,null,44,122,0
instance_n400_sd04_4,PP1,0,null,45,132,0
instance_n400_sd04_4,PP1,0,null,47,15845,20000
instance_n400_sd04_4,PP2,0,null,45,132,0
instance_n400_sd04_4,PP2,0,null,47,15266,20000
instance_n400_sd04_4,PP3,0,null,45,144,0
instance_n400_sd04_4,PP3,0,null,47,15879,20000
instance_n400_sd04_4,PP4,0,null,45,142,0
instance_n400_sd04_4,PP4,0,null,47,15561,20000
instance_n400_sd06_0,PP1,0,null,63,166,0
instance_n400_sd06_0,PP1,0,null,64,233,34
instance_n400_sd06_0,PP1,0,null,65,237,35
instance_n400_sd06_0,PP2,0,null,63,166,0
instance_n400_sd06_0,PP2,0,null,64,232,34
instance_n400_sd06_0,PP2,0,null,65,236,35
instance_n400_sd06_0,PP3,0,null,63,167,0
instance_n400_sd06_0,PP3,0,null,64,227,34
instance_n400_sd06_0,PP3,0,null,65,232,35
instance_n400_sd06_0,PP4,0,null,63,173,0
instance_n400_sd06_0,PP4,0,null,64,237,34
instance_n400_sd06_0,PP4,0,null,65,242,35
instance_n400_sd06_1,PP1,0,null,65,175,0
instance_n400_sd06_1,PP2,0,null,65,192,0
instance_n400_sd06_1,PP3,0,null,65,180,0
instance_n400_sd06_1,PP4,0,null,65,195,0
instance_n400_sd06_2,PP1,0,null,63,170,0
instance_n400_sd06_2,PP2,0,null,63,172,0
instance_n400_sd06_2,PP3,0,null,63,198,0
instance_n400_sd06_2,PP4,0,null,63,168,0
instance_n400_sd06_3,PP1,0,null,64,279,0
instance_n400_sd06_3,PP2,0,null,64,262,0
instance_n400_sd06_3,PP3,0,null,64,295,0
instance_n400_sd06_3,PP4,0,null,64,197,0
instance_n400_sd06_4,PP1,0,null,72,240,0
instance_n400_sd06_4,PP2,0,null,72,267,0
instance_n400_sd06_4,PP3,0,null,72,290,0
instance_n400_sd06_4,PP4,0,null,72,450,0
instance_n400_sd08_0,PP1,0,null,89,550,0
instance_n400_sd08_0,PP1,0,null,90,631,38
instance_n400_sd08_0,PP1,0,null,91,637,39
instance_n400_sd08_0,PP2,0,null,89,229,0
instance_n400_sd08_0,PP2,0,null,90,304,38
instance_n400_sd08_0,PP2,0,null,91,309,39
instance_n400_sd08_0,PP3,0,null,89,272,0
instance_n400_sd08_0,PP3,0,null,90,431,38
instance_n400_sd08_0,PP3,0,null,91,440,39
instance_n400_sd08_0,PP4,0,null,89,268,0
instance_n400_sd08_0,PP4,0,null,90,344,38
instance_n400_sd08_0,PP4,0,null,91,348,39
instance_n400_sd08_1,PP2,0,null,83,215,0
instance_n400_sd08_1,PP2,0,null,84,153746,70000
instance_n400_sd08_1,PP1,0,null,83,331,0
instance_n400_sd08_1,PP1,0,null,84,153958,70000
instance_n400_sd08_1,PP3,0,null,83,412,0
instance_n400_sd08_1,PP3,0,null,84,155454,70000
instance_n400_sd08_1,PP4,0,null,83,260,0
instance_n400_sd08_1,PP4,0,null,84,146515,70000
instance_n400_sd08_2,PP1,0,null,92,314,0
instance_n400_sd08_2,PP2,0,null,92,298,0
instance_n400_sd08_2,PP3,0,null,92,515,0
instance_n400_sd08_2,PP4,0,null,92,276,0
instance_n400_sd08_3,PP1,0,null,97,314,0
instance_n400_sd08_3,PP2,0,null,97,362,0
instance_n400_sd08_3,PP3,0,null,97,320,0
instance_n400_sd08_3,PP4,0,null,97,251,0
instance_n400_sd08_4,PP1,0,null,87,339,0
instance_n400_sd08_4,PP2,0,null,87,224,0
instance_n400_sd08_4,PP3,0,null,87,448,0
instance_n400_sd08_4,PP4,0,null,87,284,0
instance_n400_sd10_0,PP1,0,null,91,251,0
instance_n400_sd10_0,PP1,0,null,92,261,2
instance_n400_sd10_0,PP1,0,null,93,270,5
instance_n400_sd10_0,PP1,0,null,95,51125,30000
instance_n400_sd10_0,PP2,0,null,91,392,0
instance_n400_sd10_0,PP2,0,null,92,415,2
instance_n400_sd10_0,PP2,0,null,93,438,5
instance_n400_sd10_0,PP2,0,null,95,48800,30000
instance_n400_sd10_0,PP3,0,null,91,292,0
instance_n400_sd10_0,PP3,0,null,92,304,2
instance_n400_sd10_0,PP3,0,null,93,316,5
instance_n400_sd10_0,PP3,0,null,95,52881,30000
instance_n400_sd10_0,PP4,0,null,91,240,0
instance_n400_sd10_0,PP4,0,null,92,250,2
instance_n400_sd10_0,PP4,0,null,93,260,5
instance_n400_sd10_0,PP4,0,null,95,48976,30000
instance_n400_sd10_1,PP1,0,null,114,475,0
instance_n400_sd10_1,PP1,0,null,115,98704,30046
instance_n400_sd10_1,PP1,0,null,116,98710,30047
instance_n400_sd10_1,PP2,0,null,114,415,0
instance_n400_sd10_1,PP2,0,null,115,104105,30046
instance_n400_sd10_1,PP2,0,null,116,104110,30047
instance_n400_sd10_1,PP3,0,null,114,311,0
instance_n400_sd10_1,PP3,0,null,115,102274,30046
instance_n400_sd10_1,PP3,0,null,116,102282,30047
instance_n400_sd10_1,PP4,0,null,114,451,0
instance_n400_sd10_1,PP4,0,null,115,100038,30046
instance_n400_sd10_1,PP4,0,null,116,100044,30047
instance_n400_sd10_2,PP1,0,null,106,515,0
instance_n400_sd10_2,PP2,0,null,106,269,0
instance_n400_sd10_2,PP3,0,null,106,261,0
instance_n400_sd10_2,PP4,0,null,106,352,0
instance_n400_sd10_3,PP1,0,null,112,365,0
instance_n400_sd10_3,PP2,0,null,112,339,0
instance_n400_sd10_3,PP3,0,null,112,548,0
instance_n400_sd10_3,PP4,0,null,112,281,0
instance_n400_sd10_4,PP1,0,null,112,312,0
instance_n400_sd10_4,PP2,0,null,112,621,0
instance_n400_sd10_4,PP3,0,null,112,280,0
instance_n400_sd10_4,PP4,0,null,112,514,0
instance_n500_sd02_0,PP1,0,null,22,310,0
instance_n500_sd02_0,PP2,0,null,22,161,0
instance_n500_sd02_0,PP3,0,null,22,295,0
instance_n500_sd02_0,PP4,0,null,22,149,0
instance_n500_sd02_1,PP1,0,null,23,150,0
instance_n500_sd02_1,PP2,0,null,23,147,0
instance_n500_sd02_1,PP3,0,null,23,341,0
instance_n500_sd02_1,PP4,0,null,23,330,0
instance_n500_sd02_2,PP1,0,null,21,178,0
instance_n500_sd02_2,PP2,0,null,21,269,0
instance_n500_sd02_2,PP3,0,null,21,171,0
instance_n500_sd02_2,PP4,0,null,21,189,0
instance_n500_sd02_3,PP1,0,null,24,238,0
instance_n500_sd02_3,PP2,0,null,24,248,0
instance_n500_sd02_3,PP3,0,null,24,244,0
instance_n500_sd02_3,PP4,0,null,24,267,0
instance_n500_sd02_4,PP1,0,null,24,151,0
instance_n500_sd02_4,PP2,0,null,24,227,0
instance_n500_sd02_4,PP3,0,null,24,165,0
instance_n500_sd02_4,PP4,0,null,24,152,0
instance_n500_sd04_0,PP1,0,null,45,418,0
instance_n500_sd04_0,PP2,0,null,45,279,0
instance_n500_sd04_0,PP3,0,null,45,241,0
instance_n500_sd04_0,PP4,0,null,45,372,0
instance_n500_sd04_1,PP1,0,null,47,255,0
instance_n500_sd04_1,PP2,0,null,47,230,0
instance_n500_sd04_1,PP3,0,null,47,234,0
instance_n500_sd04_1,PP4,0,null,47,254,0
instance_n500_sd04_2,PP1,0,null,43,258,0
instance_n500_sd04_2,PP2,0,null,43,255,0
instance_n500_sd04_2,PP3,0,null,43,215,0
instance_n500_sd04_2,PP4,0,null,43,291,0
instance_n500_sd04_3,PP1,0,null,45,269,0
instance_n500_sd04_3,PP2,0,null,45,212,0
instance_n500_sd04_3,PP3,0,null,45,234,0
instance_n500_sd04_3,PP4,0,null,45,246,0
instance_n500_sd04_4,PP1,0,null,44,235,0
instance_n500_sd04_4,PP2,0,null,44,206,0
instance_n500_sd04_4,PP3,0,null,44,238,0
instance_n500_sd04_4,PP4,0,null,44,209,0
instance_n500_sd06_0,PP1,0,null,67,307,0
instance_n500_sd06_0,PP2,0,null,67,319,0
instance_n500_sd06_0,PP3,0,null,67,291,0
instance_n500_sd06_0,PP4,0,null,67,323,0
instance_n500_sd06_1,PP2,0,null,68,271,0
instance_n500_sd06_1,PP1,0,null,68,308,0
instance_n500_sd06_1,PP3,0,null,68,302,0
instance_n500_sd06_1,PP4,0,null,68,355,0
instance_n500_sd06_2,PP1,0,null,71,296,0
instance_n500_sd06_2,PP2,0,null,71,320,0
instance_n500_sd06_2,PP3,0,null,71,297,0
instance_n500_sd06_2,PP4,0,null,71,377,0
instance_n500_sd06_3,PP1,0,null,62,312,0
instance_n500_sd06_3,PP1,0,null,63,380,22
instance_n500_sd06_3,PP1,0,null,64,392,23
instance_n500_sd06_3,PP1,0,null,65,402,24
instance_n500_sd06_3,PP2,0,null,62,333,0
instance_n500_sd06_3,PP2,0,null,63,398,22
instance_n500_sd06_3,PP2,0,null,64,405,23
instance_n500_sd06_3,PP2,0,null,65,413,24
instance_n500_sd06_3,PP3,0,null,62,270,0
instance_n500_sd06_3,PP3,0,null,63,330,22
instance_n500_sd06_3,PP3,0,null,64,337,23
instance_n500_sd06_3,PP3,0,null,65,343,24
instance_n500_sd06_3,PP4,0,null,62,576,0
instance_n500_sd06_3,PP4,0,null,63,762,22
instance_n500_sd06_3,PP4,0,null,64,769,23
instance_n500_sd06_3,PP4,0,null,65,777,24
instance_n500_sd06_4,PP1,0,null,68,288,0
instance_n500_sd06_4,PP2,0,null,68,313,0
instance_n500_sd06_4,PP3,0,null,68,410,0
instance_n500_sd06_4,PP4,0,null,68,346,0
instance_n500_sd08_0,PP1,0,null,83,394,0
instance_n500_sd08_0,PP1,0,null,85,31987,20000
instance_n500_sd08_0,PP1,0,null,86,126165,50000
instance_n500_sd08_0,PP1,0,null,88,230640,80000
instance_n500_sd08_0,PP2,0,null,83,329,0
instance_n500_sd08_0,PP2,0,null,85,30545,20000
instance_n500_sd08_0,PP2,0,null,86,125671,50000
instance_n500_sd08_0,PP2,0,null,88,229348,80000
instance_n500_sd08_0,PP3,0,null,83,343,0
instance_n500_sd08_0,PP3,0,null,85,32001,20000
instance_n500_sd08_0,PP3,0,null,86,128870,50000
instance_n500_sd08_0,PP3,0,null,88,229177,80000
instance_n500_sd08_0,PP4,0,null,83,472,0
instance_n500_sd08_0,PP4,0,null,85,30351,20000
instance_n500_sd08_0,PP4,0,null,86,127600,50000
instance_n500_sd08_0,PP4,0,null,88,229163,80000
instance_n500_sd08_1,PP1,0,null,89,381,0
instance_n500_sd08_1,PP2,0,null,89,389,0
instance_n500_sd08_1,PP3,0,null,89,359,0
instance_n500_sd08_1,PP4,0,null,89,494,0
instance_n500_sd08_2,PP1,0,null,83,370,0
instance_n500_sd08_2,PP2,0,null,83,338,0
instance_n500_sd08_2,PP3,0,null,83,321,0
instance_n500_sd08_2,PP4,0,null,83,434,0
instance_n500_sd08_3,PP1,0,null,90,356,0
instance_n500_sd08_3,PP2,0,null,90,384,0
instance_n500_sd08_3,PP3,0,null,90,673,0
instance_n500_sd08_3,PP4,0,null,90,377,0
instance_n500_sd08_4,PP1,0,null,89,517,0
instance_n500_sd08_4,PP1,0,null,90,33071,20000
instance_n500_sd08_4,PP2,0,null,89,465,0
instance_n500_sd08_4,PP2,0,null,90,33134,20000
instance_n500_sd08_4,PP3,0,null,89,388,0
instance_n500_sd08_4,PP3,0,null,90,33074,20000
instance_n500_sd08_4,PP4,0,null,89,404,0
instance_n500_sd08_4,PP4,0,null,90,33784,20000
instance_n500_sd10_0,PP1,0,null,95,399,0
instance_n500_sd10_0,PP2,0,null,95,468,0
instance_n500_sd10_0,PP3,0,null,95,392,0
instance_n500_sd10_0,PP4,0,null,95,507,0
instance_n500_sd10_1,PP1,0,null,110,624,0
instance_n500_sd10_1,PP2,0,null,110,486,0
instance_n500_sd10_1,PP3,0,null,110,438,0
instance_n500_sd10_1,PP4,0,null,110,409,0
instance_n500_sd10_2,PP1,0,null,104,463,0
instance_n500_sd10_2,PP1,0,null,106,36956,20000
instance_n500_sd10_2,PP1,0,null,109,73467,30000
instance_n500_sd10_2,PP1,0,null,110,107554,40000
instance_n500_sd10_2,PP2,0,null,104,424,0
instance_n500_sd10_2,PP2,0,null,106,35897,20000
instance_n500_sd10_2,PP2,0,null,109,73185,30000
instance_n500_sd10_2,PP2,0,null,110,109366,40000
instance_n500_sd10_2,PP3,0,null,104,618,0
instance_n500_sd10_2,PP3,0,null,106,35348,20000
instance_n500_sd10_2,PP3,0,null,109,72206,30000
instance_n500_sd10_2,PP3,0,null,110,107760,40000
instance_n500_sd10_2,PP4,0,null,104,457,0
instance_n500_sd10_2,PP4,0,null,106,35317,20000
instance_n500_sd10_2,PP4,0,null,109,72162,30000
instance_n500_sd10_2,PP4,0,null,110,107591,40000
instance_n500_sd10_3,PP1,0,null,105,476,0
instance_n500_sd10_3,PP1,0,null,106,43119,20000
instance_n500_sd10_3,PP2,0,null,105,436,0
instance_n500_sd10_3,PP2,0,null,106,44656,20000
instance_n8_sd02_0,PP1,0,null,9,0,0
instance_n8_sd02_0,PP2,0,null,9,0,0
instance_n500_sd10_3,PP3,0,null,105,519,0
instance_n500_sd10_3,PP3,0,null,106,44340,20000
instance_n300_sd10_0,TTT1,985,64,107,198,0
instance_n300_sd10_0,TTT1,588,64,107,158,0
instance_n300_sd10_0,TTT1,847,64,107,158,0
instance_n8_sd02_0,PP3,0,null,9,0,0
instance_n8_sd02_0,PP4,0,null,9,0,0
instance_n300_sd10_0,TTT1,313,64,110,162,0
instance_n300_sd10_0,TTT1,254,64,110,186,0
instance_n300_sd10_0,TTT1,904,64,110,169,0
instance_n300_sd10_0,TTT1,434,64,108,160,0
instance_n300_sd10_0,TTT1,978,64,107,151,0
instance_n300_sd10_0,TTT1,606,64,108,172,0
instance_n300_sd10_0,TTT1,748,64,106,159,0
instance_n300_sd10_0,TTT1,569,64,110,151,0
instance_n300_sd10_0,TTT1,473,64,107,165,0
instance_n300_sd10_0,TTT1,317,64,107,154,0
instance_n300_sd10_0,TTT1,263,64,109,192,0
instance_n300_sd10_0,TTT1,562,64,109,210,0
instance_n300_sd10_0,TTT1,234,64,110,161,0
instance_n300_sd10_0,TTT1,592,64,109,159,0
instance_n300_sd10_0,TTT1,262,64,110,175,0
instance_n300_sd10_0,TTT1,596,64,106,154,0
instance_n300_sd10_0,TTT1,189,64,107,155,0
instance_n300_sd10_0,TTT1,376,64,108,161,0
instance_n300_sd10_0,TTT1,332,64,110,158,0
instance_n300_sd10_0,TTT1,310,64,106,164,0
instance_n300_sd10_0,TTT1,99,64,110,161,0
instance_n300_sd10_0,TTT1,674,64,112,151,0
instance_n300_sd10_0,TTT1,959,64,110,162,0
instance_n300_sd10_0,TTT1,153,64,109,181,0
instance_n300_sd10_0,TTT1,298,64,110,208,0
instance_n300_sd10_0,TTT1,437,64,106,160,0
instance_n300_sd10_0,TTT1,302,64,110,151,0
instance_n300_sd10_0,TTT1,205,64,108,165,0
instance_n300_sd10_0,TTT1,854,64,109,156,0
instance_n300_sd10_0,TTT1,800,64,105,149,0
instance_n300_sd10_0,TTT1,6,64,108,167,0
instance_n300_sd10_0,TTT1,363,64,109,163,0
instance_n300_sd10_0,TTT1,955,64,111,150,0
instance_n300_sd10_0,TTT1,689,64,106,164,0
instance_n300_sd10_0,TTT1,820,64,110,160,0
